batch_invoice_no,batch_invoice_date,batch_waybill_no,batch_waybill_date,device_id,meter_created_at,phase_type,sim_no,imei_no,whm_system_utility,last_meter_location,swh_delivery_time,current_meter_status,status,edf_vendor_manager_name,batch_supplier,whm_vendor_manager_name,date_of_dispatch_to_OEM_repair,date_of_receipt_of_meter_WH,date_of_receipt_of_refurbished,refurbished_meter_received_date,faulty_declared_date,s2s_faulty_declared_date,s2s_date_of_receipt_of_meter_WH,s2s_date_of_dispatch_to_OEM_repair,s2s_date_of_receipt_of_refurbished,s2s_refurbished_meter_received_date,reveived_date,vendor_dispatched_date,swh_inventory_status
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001599,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004632,866545055725011,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001600,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004621,866545055748138,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001601,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004560,866545055760802,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001602,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004543,866545055716432,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001603,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004957,866545055718735,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001604,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004542,866545055714213,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001605,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004551,866545055758830,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001606,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004624,866545055716127,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001607,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004921,866545055767500,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001608,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004575,866545055713017,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001609,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004562,866545055715145,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001610,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004541,866545055710575,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001611,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004583,866545055758822,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001612,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004587,866545055719931,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001613,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004559,866545055710211,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001614,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004571,866545055728585,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001615,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004567,866545055741885,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001616,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004582,866545055718792,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001617,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004586,866545055727090,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001618,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004558,866545055731563,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001619,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004572,866545055719899,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001620,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004568,866545055758855,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001621,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004561,866545055712126,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001622,"14/09/2022 12:22:28 PM","1 Phase",8991856050706003239,866545055710252,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001623,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004570,866545055736935,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001624,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004573,866545055721820,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001625,"14/09/2022 12:22:28 PM","1 Phase",8991856050706003413,866545055721788,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001626,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004585,866545055718669,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001627,"14/09/2022 12:22:28 PM","1 Phase",8991856050706003414,866545055735416,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001628,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004576,866545055716770,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001629,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004563,866545055721630,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001630,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004555,866545055721564,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001631,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004919,866545055744541,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001632,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004554,866545055717836,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001633,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004592,866545055769084,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001634,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004591,866545055768961,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001635,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004553,866545055758970,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001636,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004960,866545055752791,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001637,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004550,866545055751207,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001638,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004955,866545055742339,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001639,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004615,866545055710914,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001640,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004952,866545055753476,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001641,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004956,866545055744772,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001642,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004725,866545055748849,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001643,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004954,866545055744855,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001644,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004922,866545055710526,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001645,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004616,866545055742446,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001646,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004613,866545055740697,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001647,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004612,866545055740721,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001648,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004614,866545055717554,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001649,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004948,866545055731498,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001650,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004946,866545055729633,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001651,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004947,866545055728239,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001652,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004934,866545055731316,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001653,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004953,866545055711177,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001654,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004924,866545055710104,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001655,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004936,866545055721739,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001656,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004945,866545055744608,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001657,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004937,866545055714874,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001658,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004923,866545055721952,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001659,"14/09/2022 12:22:28 PM","1 Phase",8991856050706004943,866545055735499,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001660,"14/09/2022 12:22:29 PM","1 Phase",8991856050706004926,866545055728726,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001661,"14/09/2022 12:22:29 PM","1 Phase",8991856050706004928,866545055767773,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001662,"14/09/2022 12:22:29 PM","1 Phase",8991856050706004925,866545055714825,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001663,"14/09/2022 12:22:29 PM","1 Phase",8991856050706004931,866545055731332,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001664,"14/09/2022 12:22:29 PM","1 Phase",8991856050706004932,866545055766684,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001665,"14/09/2022 12:22:29 PM","1 Phase",8991856050706004724,866545055753963,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001666,"14/09/2022 12:22:29 PM","1 Phase",8991856050706004935,866545055756875,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001667,"14/09/2022 12:22:29 PM","1 Phase",8991856050706004933,866545055721770,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001668,"14/09/2022 12:22:29 PM","1 Phase",8991856050706004723,866545055768227,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001669,"14/09/2022 12:22:29 PM","1 Phase",8991856050706004721,866545055721689,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001670,"14/09/2022 12:22:29 PM","1 Phase",8991856050706004722,866545055754771,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001671,"14/09/2022 12:22:29 PM","1 Phase",8991856050706004927,866545055753997,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001672,"14/09/2022 12:22:29 PM","1 Phase",8991856050706004729,866545055745845,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001673,"14/09/2022 12:22:29 PM","1 Phase",8991856050706004730,866545055759580,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001674,"14/09/2022 12:22:29 PM","1 Phase",8991856050706004944,866545055752528,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001675,"14/09/2022 12:22:29 PM","1 Phase",8991856050706004727,866545055724071,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001676,"14/09/2022 12:22:29 PM","1 Phase",8991856050706004728,866545055745407,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001677,"14/09/2022 12:22:29 PM","1 Phase",8991856050706004726,866545055746710,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001678,"14/09/2022 12:22:29 PM","1 Phase",8991856050706004930,866545055759739,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001679,"14/09/2022 12:22:29 PM","1 Phase",8991856050706004929,866545055766395,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001680,"14/09/2022 12:22:29 PM","1 Phase",8991856050706004545,866545055746405,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001681,"14/09/2022 12:22:29 PM","1 Phase",8991856050706004577,866545055750118,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001682,"14/09/2022 12:22:29 PM","1 Phase",8991856050706004574,866545055715541,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001683,"14/09/2022 12:22:29 PM","1 Phase",8991856050706004569,866545055751652,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001684,"14/09/2022 12:22:29 PM","1 Phase",8991856050706004538,866545055745761,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001685,"14/09/2022 12:22:29 PM","1 Phase",8991856050706003473,866545055726381,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001686,"14/09/2022 12:22:29 PM","1 Phase",8991856050706004544,866545055749193,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001687,"14/09/2022 12:22:29 PM","1 Phase",8991856050706003474,866545055756958,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001688,"14/09/2022 12:22:29 PM","1 Phase",8991856050706004552,866545055718883,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001689,"14/09/2022 12:22:29 PM","1 Phase",8991856050706004540,866545055711755,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001690,"14/09/2022 12:22:29 PM","1 Phase",8991856050706004549,866545055744616,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001691,"14/09/2022 12:22:29 PM","1 Phase",8991856050706004547,866545055742826,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001692,"14/09/2022 12:22:29 PM","1 Phase",8991856050706003214,866545055731514,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001693,"14/09/2022 12:22:29 PM","1 Phase",8991856050706004548,866545055744624,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001694,"14/09/2022 12:22:29 PM","1 Phase",8991856050706004546,866545055753757,SBPD,"SBPDCL EDF Warehouse",1663140946,"Open in EDF Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,,Instock
